Word,Sub_Type,Type2,Type3
(auf)?hals(t|en) (.* )?journalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.*)kapitalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?konglomerat(e)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.*)konzern(e)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?leistungsträger(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?medienvertreter(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?partei,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?politiker(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?regent(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?regierende(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?regierung(en)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?souverän,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?spezialist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?system,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?wirtschaft,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?wissenschaft(en)?,diktatorische eliten,conflictive,anti-elitism
(auf)?hals(t|en) (.* )?wissenschaft(l)?er(innen|in)?,diktatorische eliten,conflictive,anti-elitism
auf kosten der arbeiterschaft,auf kosten der menschen,conflictive,anti-elitism
auf kosten der (frauen und männer|männer und frauen),auf kosten der menschen,conflictive,anti-elitism
auf kosten der landsfrau(en)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten der landsleute,auf kosten der menschen,conflictive,anti-elitism
auf kosten der leute,auf kosten der menschen,conflictive,anti-elitism
auf kosten der masse(n)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten der vielen,auf kosten der menschen,conflictive,anti-elitism
auf kosten der wählerschaft,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) angestellten,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) arbeiter(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) (be|ein)wohner(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) berufstätigen,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) büezer(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) eidgen(o|ö)ss(en|in|innen),auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) erwerbstätigen,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) hackler(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) konsument(en|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) landsm(a|ä)nn(er|s|es),auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) lohnarbeiter(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) m(a|ä)nn(er|s|es),auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) malocher(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) mitbürger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) sterblichen,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) steuerpflichtigen,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) stimmbürger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) urnengänger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) verbraucher(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) wahlberechtigten,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) wähler(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism
auf kosten de(s|r) werktätigen,auf kosten der menschen,conflictive,anti-elitism
auf kosten des volk(s|es),auf kosten der menschen,conflictive,anti-elitism
auf kosten des wahlvolk(s|es),auf kosten der menschen,conflictive,anti-elitism
aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyieren (.* )?fachleute,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyieren (.*)medien,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyieren (.* )?multis,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyieren (.* )?parteien,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) ,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?allgemeinheit,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?angestellten,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?arbeiter(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?arbeiterschaft,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?arbeitnehmer(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?(be|ein)wohner(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?berufstätigen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?beschäftigten,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?bevölkerung,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?büezer(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?bürger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?bürokrat(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?bürokratie,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?deutschen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?eidgen(o|ö)ss(en|in|innen),den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.*)elite(n)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?erwerbstätigen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.*)establishment,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?expert(e|en|in|innen),diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?fachfrau(en)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?fachm(a|ä)nn(er)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?forscher(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?forschung,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?frau(en)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?(frauen und männern|männern und frauen),den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?gelehrte(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?hackler(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?herrschende(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?intellektuelle(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?journalismus,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?journalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.*)kapitalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?konglomerat(e)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?konsument(en|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.*)konzern(e)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?landsfrau(en)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?landsleuten,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?landsm(a|ä)nn(e|ern)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?leistungsträger(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?leuten,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?lohnarbeiter(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?m(a|ä)nn(e|ern)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?malocher(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?masse(n)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?medienvertreter(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?mehrheit,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?menschen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?mitbürger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?österreicher(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?partei,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?politiker(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?regent(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?regierende(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?regierung(en)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?schweizer(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?souverän,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?spezialist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?sterblichen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?steuerpflichtigen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?steuerzahler(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?stimmbürger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?system,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?urnengänger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?verbraucher(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?vielen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?volk(e)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?wahlberechtigten,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?wähler(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?wählerschaft,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?wahlvolk(e)?,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?werktätigen,den menschen aufzwingen,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?wirtschaft,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?wissenschaft(en)?,diktatorische eliten,conflictive,anti-elitism
(auf)?oktroyier(t|en) (.* )?wissenschaft(l)?er(innen|in)?,diktatorische eliten,conflictive,anti-elitism
aufrichtig(e|er|en) allgemeinheit,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) arbeiterschaft,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) bevölkerung,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) angestellte(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) arbeiter(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) arbeitnehmer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) (be|ein)wohner(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) berufstätige(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) beschäftigte(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) büezer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) bürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) deutsche(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) eidgen(o|ö)ss(e|en|in|innen),ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) erwerbstätige(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) hackler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) konsument(en|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) lohnarbeiter(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) malocher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) mitbürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) österreicher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) schweizer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) sterbliche(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) steuerpflichtige(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) steuerzahler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) stimmbürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) urnengänger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) verbraucher(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) wahlberechtigte(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) wähler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en|em) werktätige(n|r)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) frau(en)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) (frauen und männer(n)?|männer(n?) und frauen),ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) landsfrau(en)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) landsleute(n)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) leute(n)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) masse(n)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) mehrheit,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|en) wählerschaft,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|er|es|en|em) mensch(en)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|es|en|em) volk(s|es|e)?,ehrliche menschen,advocative,people-centrism
aufrichtig(e|es|en|em) wahlvolk(s|es|e)?,ehrliche menschen,advocative,people-centrism
aufrichtigen vielen,ehrliche menschen,advocative,people-centrism
(auf)?zwingen (.* )?fachleute,diktatorische eliten,conflictive,anti-elitism
(auf)?zwingen (.*)medien,diktatorische eliten,conflictive,anti-elitism
(auf)?zwingen (.* )?multis,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?bürokrat(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?bürokratie,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.*)elite(n)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.*)establishment,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?expert(e|en|in|innen),diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?fachfrau(en)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?fachm(a|ä)nn(er)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?forscher(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?forschung,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?gelehrte(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?herrschende(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?intellektuelle(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?journalismus,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?journalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.*)kapitalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?konglomerat(e)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.*)konzern(e)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?leistungsträger(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?medienvertreter(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?politiker(innen|in)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?regent(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?regierende(n|r)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?souverän,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?spezialist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?system,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?wirtschaft,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?wissenschaft(en)?,diktatorische eliten,conflictive,anti-elitism
(auf)?zwing(t|en) (.* )?wissenschaft(l)?er(innen|in)?,diktatorische eliten,conflictive,anti-elitism
