Word,Sub_Type,Type2,Type3,fear citizens  
(auf)?bürde(t|n) (.* )?regierende(n|r)?,diktatorische eliten,conflictive,anti-elitism,burden governing 
(auf)?bürde(t|n) (.* )?regierung(en)?,diktatorische eliten,conflictive,anti-elitism,burden government  
(auf)?bürde(t|n) (.* )?souverän,diktatorische eliten,conflictive,anti-elitism,burden sovereign  
(auf)?bürde(t|n) (.* )?spezialist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,burden specialist  
(auf)?bürde(t|n) (.* )?system,diktatorische eliten,conflictive,anti-elitism,burden system  
(auf)?bürde(t|n) (.* )?wirtschaft,diktatorische eliten,conflictive,anti-elitism,burden economy
(auf)?bürde(t|n) (.* )?wissenschaft(en)?,diktatorische eliten,conflictive,anti-elitism,burden science  
(auf)?bürde(t|n) (.* )?wissenschaft(l)?er(innen|in)?,diktatorische eliten,conflictive,anti-elitism,burden scientists  
aufhals(.*),zzz_none,conflictive,sovereignty,to be saddled  
aufhalsen,zzz_none,conflictive,sovereignty,to saddle  
(auf)?halsen (.* )?fachleute,diktatorische eliten,conflictive,anti-elitism,to saddle experts
(auf)?halsen (.*)medien,diktatorische eliten,conflictive,anti-elitism,to impose media  
(auf)?halsen (.* )?multis,diktatorische eliten,conflictive,anti-elitism,to impose multinationals  
(auf)?halsen (.* )?parteien,diktatorische eliten,conflictive,anti-elitism,to impose parties  
aufhals(t|en),den menschen aufzwingen,conflictive,anti-elitism,to impose  
(auf)?hals(t|en) ,diktatorische eliten,conflictive,anti-elitism,to impose  
(auf)?hals(t|en) (.* )?bürokrat(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,overhead bureaucracy  
(auf)?hals(t|en) (.* )?bürokratie,diktatorische eliten,conflictive,anti-elitism,overhead bureaucracy  
(auf)?hals(t|en) (.*)elite(n)?,diktatorische eliten,conflictive,anti-elitism,overhead elite  
(auf)?hals(t|en) (.*)establishment,diktatorische eliten,conflictive,anti-elitism,overhead establishment  
(auf)?hals(t|en) (.* )?expert(e|en|in|innen),diktatorische eliten,conflictive,anti-elitism,overhead expert
(auf)?hals(t|en) (.* )?fachfrau(en)?,diktatorische eliten,conflictive,anti-elitism,neck specialists  
(auf)?hals(t|en) (.* )?fachm(a|ä)nn(er)?,diktatorische eliten,conflictive,anti-elitism,neck specialists  
(auf)?hals(t|en) (.* )?forscher(innen|in)?,diktatorische eliten,conflictive,anti-elitism,neck researchers  
(auf)?hals(t|en) (.* )?forschung,diktatorische eliten,conflictive,anti-elitism,neck research  
(auf)?hals(t|en) (.* )?gelehrte(n|r)?,diktatorische eliten,conflictive,anti-elitism,neck scholars  
(auf)?hals(t|en) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?,diktatorische eliten,conflictive,anti-elitism,neck enterprise  
(auf)?hals(t|en) (.* )?herrschende(n|r)?,diktatorische eliten,conflictive,anti-elitism,neck ruling  
(auf)?hals(t|en) (.* )?intellektuelle(n|r)?,diktatorische eliten,conflictive,anti-elitism,neck intellectual  
(auf)?hals(t|en) (.* )?journalismus,diktatorische eliten,conflictive,anti-elitism,neck journalism  
(auf)?hals(t|en) (.* )?journalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,neck journalist  
(auf)?hals(t|en) (.*)kapitalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,neck capitalists  
(auf)?hals(t|en) (.* )?konglomerat(e)?,diktatorische eliten,conflictive,anti-elitism,neck conglomerates  
(auf)?hals(t|en) (.*)konzern(e)?,diktatorische eliten,conflictive,anti-elitism,neck corporations  
(auf)?hals(t|en) (.* )?leistungsträger(innen|in)?,diktatorische eliten,conflictive,anti-elitism,neck performance carriers  
(auf)?hals(t|en) (.* )?medienvertreter(innen|in)?,diktatorische eliten,conflictive,anti-elitism,neck media representatives  
(auf)?hals(t|en) (.* )?partei,diktatorische eliten,conflictive,anti-elitism,neck party  
(auf)?hals(t|en) (.* )?politiker(innen|in)?,diktatorische eliten,conflictive,anti-elitism,neck politician  
(auf)?hals(t|en) (.* )?regent(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,neck ruler  
(auf)?hals(t|en) (.* )?regierende(n|r)?,diktatorische eliten,conflictive,anti-elitism,neck governing  
(auf)?hals(t|en) (.* )?regierung(en)?,diktatorische eliten,conflictive,anti-elitism,neck government  
(auf)?hals(t|en) (.* )?souverän,diktatorische eliten,conflictive,anti-elitism,neck sovereign  
(auf)?hals(t|en) (.* )?spezialist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,neck specialist  
(auf)?hals(t|en) (.* )?system,diktatorische eliten,conflictive,anti-elitism,neck system  
(auf)?hals(t|en) (.* )?wirtschaft,diktatorische eliten,conflictive,anti-elitism,neck economy  
(auf)?hals(t|en) (.* )?wissenschaft(en)?,diktatorische eliten,conflictive,anti-elitism,neck science  
(auf)?hals(t|en) (.* )?wissenschaft(l)?er(innen|in)?,diktatorische eliten,conflictive,anti-elitism,neck sciences  
auf kosten der arbeiterschaft,auf kosten der menschen,conflictive,anti-elitism,at the expense of the workforce  
auf kosten der (frauen und männer|männer und frauen),auf kosten der menschen,conflictive,anti-elitism,at the expense of women and men  
auf kosten der landsfrau(en)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of rural women  
auf kosten der landsleute,auf kosten der menschen,conflictive,anti-elitism,at the expense of local people  
auf kosten der leute,auf kosten der menschen,conflictive,anti-elitism,at the expense of the people  
auf kosten der masse(n)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the masses  
auf kosten der vielen,auf kosten der menschen,conflictive,anti-elitism,at the expense of the many  
auf kosten der wählerschaft,auf kosten der menschen,conflictive,anti-elitism,at the expense of the electorate  
auf kosten de(s|r) angestellten,auf kosten der menschen,conflictive,anti-elitism,at the expense of the employees
auf kosten de(s|r) arbeiter(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the worker  
auf kosten de(s|r) (be|ein)wohner(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the resident  
auf kosten de(s|r) berufstätigen,auf kosten der menschen,conflictive,anti-elitism,at the expense of the employed  
auf kosten de(s|r) büezer(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the laborer  
auf kosten de(s|r) eidgen(o|ö)ss(en|in|innen),auf kosten der menschen,conflictive,anti-elitism,at the expense of the Swiss citizen  
auf kosten de(s|r) erwerbstätigen,auf kosten der menschen,conflictive,anti-elitism,at the expense of the employed  
auf kosten de(s|r) hackler(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the hackers  
auf kosten de(s|r) konsument(en|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the consumers  
auf kosten de(s|r) landsm(a|ä)nn(er|s|es),auf kosten der menschen,conflictive,anti-elitism,at the expense of the countrymen  
auf kosten de(s|r) lohnarbeiter(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the wage workers  
auf kosten de(s|r) m(a|ä)nn(er|s|es),auf kosten der menschen,conflictive,anti-elitism,at the expense of the man  
auf kosten de(s|r) malocher(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the worker  
auf kosten de(s|r) mitbürger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the fellow citizens  
auf kosten de(s|r) sterblichen,auf kosten der menschen,conflictive,anti-elitism,at the expense of the mortals  
auf kosten de(s|r) steuerpflichtigen,auf kosten der menschen,conflictive,anti-elitism,at the expense of the taxpayers  
auf kosten de(s|r) stimmbürger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the citizens  
auf kosten de(s|r) urnengänger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the voters  
auf kosten de(s|r) verbraucher(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the consumers  
auf kosten de(s|r) wahlberechtigten,auf kosten der menschen,conflictive,anti-elitism,at the expense of the eligible voters  
auf kosten de(s|r) wähler(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,at the expense of the voters  
auf kosten de(s|r) werktätigen,auf kosten der menschen,conflictive,anti-elitism,at the expense of the workers  
auf kosten des volk(s|es),auf kosten der menschen,conflictive,anti-elitism,at the expense of the people  
auf kosten des wahlvolk(s|es),auf kosten der menschen,conflictive,anti-elitism,at the expense of the electorate  
aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism,forced  
(auf)?oktroyieren (.* )?fachleute,diktatorische eliten,conflictive,anti-elitism,to impose specialists
(auf)?oktroyieren (.*)medien,diktatorische eliten,conflictive,anti-elitism,impose media  
(auf)?oktroyieren (.* )?multis,diktatorische eliten,conflictive,anti-elitism,impose multis  
(auf)?oktroyieren (.* )?parteien,diktatorische eliten,conflictive,anti-elitism,impose parties  
(auf)?oktroyier(t|en) ,diktatorische eliten,conflictive,anti-elitism,impose  
(auf)?oktroyier(t|en) (.* )?allgemeinheit,den menschen aufzwingen,conflictive,anti-elitism,impose public
(auf)?oktroyier(t|en) (.* )?angestellten,den menschen aufzwingen,conflictive,anti-elitism,imposed employees
(auf)?oktroyier(t|en) (.* )?arbeiter(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed workers
(auf)?oktroyier(t|en) (.* )?arbeiterschaft,den menschen aufzwingen,conflictive,anti-elitism,imposed workforce
(auf)?oktroyier(t|en) (.* )?arbeitnehmer(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed employees
(auf)?oktroyier(t|en) (.* )?(be|ein)wohner(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed residents
(auf)?oktroyier(t|en) (.* )?berufstätigen,den menschen aufzwingen,conflictive,anti-elitism,imposed on employees  
(auf)?oktroyier(t|en) (.* )?beschäftigten,den menschen aufzwingen,conflictive,anti-elitism,imposed on workers  
(auf)?oktroyier(t|en) (.* )?bevölkerung,den menschen aufzwingen,conflictive,anti-elitism,imposed on the population  
(auf)?oktroyier(t|en) (.* )?büezer(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed on laborers  
(auf)?oktroyier(t|en) (.* )?bürger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed on citizens  
(auf)?oktroyier(t|en) (.* )?bürokrat(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,imposed bureaucracy  
(auf)?oktroyier(t|en) (.* )?bürokratie,diktatorische eliten,conflictive,anti-elitism,imposed bureaucracy  
(auf)?oktroyier(t|en) (.* )?deutschen,den menschen aufzwingen,conflictive,anti-elitism,imposed Germans  
(auf)?oktroyier(t|en) (.* )?eidgen(o|ö)ss(en|in|innen),den menschen aufzwingen,conflictive,anti-elitism,imposed Swiss  
(auf)?oktroyier(t|en) (.*)elite(n)?,diktatorische eliten,conflictive,anti-elitism,imposed elite
(auf)?oktroyier(t|en) (.* )?erwerbstätigen,den menschen aufzwingen,conflictive,anti-elitism,imposed employees  
(auf)?oktroyier(t|en) (.*)establishment,diktatorische eliten,conflictive,anti-elitism,imposed establishment  
(auf)?oktroyier(t|en) (.* )?expert(e|en|in|innen),diktatorische eliten,conflictive,anti-elitism,imposed experts  
(auf)?oktroyier(t|en) (.* )?fachfrau(en)?,diktatorische eliten,conflictive,anti-elitism,imposed specialists  
(auf)?oktroyier(t|en) (.* )?fachm(a|ä)nn(er)?,diktatorische eliten,conflictive,anti-elitism,imposed professionals  
(auf)?oktroyier(t|en) (.* )?forscher(innen|in)?,diktatorische eliten,conflictive,anti-elitism,imposed researchers  
(auf)?oktroyier(t|en) (.* )?forschung,diktatorische eliten,conflictive,anti-elitism,imposed research  
(auf)?oktroyier(t|en) (.* )?frau(en)?,den menschen aufzwingen,conflictive,anti-elitism,imposed woman  
(auf)?oktroyier(t|en) (.* )?(frauen und männern|männern und frauen),den menschen aufzwingen,conflictive,anti-elitism,imposed women and men  
(auf)?oktroyier(t|en) (.* )?gelehrte(n|r)?,diktatorische eliten,conflictive,anti-elitism,imposed scholars  
(auf)?oktroyier(t|en) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?,diktatorische eliten,conflictive,anti-elitism,imposed large corporations  
(auf)?oktroyier(t|en) (.* )?hackler(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed hackers  
(auf)?oktroyier(t|en) (.* )?herrschende(n|r)?,diktatorische eliten,conflictive,anti-elitism,imposed ruling  
(auf)?oktroyier(t|en) (.* )?intellektuelle(n|r)?,diktatorische eliten,conflictive,anti-elitism,imposed intellectuals  
(auf)?oktroyier(t|en) (.* )?journalismus,diktatorische eliten,conflictive,anti-elitism,imposed journalism  
(auf)?oktroyier(t|en) (.* )?journalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,imposed journalist  
(auf)?oktroyier(t|en) (.*)kapitalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,imposed capitalist  
(auf)?oktroyier(t|en) (.* )?konglomerat(e)?,diktatorische eliten,conflictive,anti-elitism,imposed conglomerate  
(auf)?oktroyier(t|en) (.* )?konsument(en|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed consumer  
(auf)?oktroyier(t|en) (.*)konzern(e)?,diktatorische eliten,conflictive,anti-elitism,imposed corporation  
(auf)?oktroyier(t|en) (.* )?landsfrau(en)?,den menschen aufzwingen,conflictive,anti-elitism,imposed country women  
(auf)?oktroyier(t|en) (.* )?landsleuten,den menschen aufzwingen,conflictive,anti-elitism,imposed country people  
(auf)?oktroyier(t|en) (.* )?landsm(a|ä)nn(e|ern)?,den menschen aufzwingen,conflictive,anti-elitism,imposed country men  
(auf)?oktroyier(t|en) (.* )?leistungsträger(innen|in)?,diktatorische eliten,conflictive,anti-elitism,imposed performance carriers  
(auf)?oktroyier(t|en) (.* )?leuten,den menschen aufzwingen,conflictive,anti-elitism,imposed people  
(auf)?oktroyier(t|en) (.* )?lohnarbeiter(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed wage workers  
(auf)?oktroyier(t|en) (.* )?m(a|ä)nn(e|ern)?,den menschen aufzwingen,conflictive,anti-elitism,imposed men  
(auf)?oktroyier(t|en) (.* )?malocher(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed laborers  
(auf)?oktroyier(t|en) (.* )?masse(n)?,den menschen aufzwingen,conflictive,anti-elitism,imposed masses  
(auf)?oktroyier(t|en) (.* )?medienvertreter(innen|in)?,diktatorische eliten,conflictive,anti-elitism,imposed media representatives  
(auf)?oktroyier(t|en) (.* )?mehrheit,den menschen aufzwingen,conflictive,anti-elitism,imposed majority  
(auf)?oktroyier(t|en) (.* )?menschen,den menschen aufzwingen,conflictive,anti-elitism,imposed people  
(auf)?oktroyier(t|en) (.* )?mitbürger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed citizens  
(auf)?oktroyier(t|en) (.* )?österreicher(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed Austrians  
(auf)?oktroyier(t|en) (.* )?partei,diktatorische eliten,conflictive,anti-elitism,imposed party  
(auf)?oktroyier(t|en) (.* )?politiker(innen|in)?,diktatorische eliten,conflictive,anti-elitism,imposed politicians  
(auf)?oktroyier(t|en) (.* )?regent(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,imposed rulers  
(auf)?oktroyier(t|en) (.* )?regierende(n|r)?,diktatorische eliten,conflictive,anti-elitism,imposed governing bodies  
(auf)?oktroyier(t|en) (.* )?regierung(en)?,diktatorische eliten,conflictive,anti-elitism,imposed government  
(auf)?oktroyier(t|en) (.* )?schweizer(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed Swiss
(auf)?oktroyier(t|en) (.* )?souverän,diktatorische eliten,conflictive,anti-elitism,imposed sovereignty  
(auf)?oktroyier(t|en) (.* )?spezialist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism,imposed specialist  
(auf)?oktroyier(t|en) (.* )?sterblichen,den menschen aufzwingen,conflictive,anti-elitism,imposed mortals  
(auf)?oktroyier(t|en) (.* )?steuerpflichtigen,den menschen aufzwingen,conflictive,anti-elitism,imposed taxpayers  
(auf)?oktroyier(t|en) (.* )?steuerzahler(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed tax payers
(auf)?oktroyier(t|en) (.* )?stimmbürger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed voters  
(auf)?oktroyier(t|en) (.* )?system,diktatorische eliten,conflictive,anti-elitism,imposed system  
(auf)?oktroyier(t|en) (.* )?urnengänger(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed ballot participants  
(auf)?oktroyier(t|en) (.* )?verbraucher(n|innen|in)?,den menschen aufzwingen,conflictive,anti-elitism,imposed consumers  
(auf)?oktroyier(t|en) (.* )?vielen,den menschen aufzwingen,conflictive,anti-elitism,imposed many  
